combined,label
QQMM GET_TASKS      MOUNT_UNMOUNT_FILESYSTEMS      RESTART_PACKAGES      ACCESS_WIFI_STATE      BROADCAST_PACKAGE_ADDED      READ_LOGS    com zhgc hs hgc  PUSH_PROVIDER      WRITE_EXTERNAL_STORAGE      READ_EXTERNAL_STORAGE      INTERNET      BROADCAST_PACKAGE_INSTALL      KILL_BACKGROUND_PROCESSES      CHANGE_WIFI_STATE      GET_PACKAGE_SIZE      READ_PHONE_STATE    com zhgc hs hgc  PROCESS_PUSH_MSG    com huawei appmarket service commondata  GET_COMMON_DATA      CAMERA      WAKE_LOCK      FLASHLIGHT      BROADCAST_PACKAGE_REPLACED      REQUEST_INSTALL_PACKAGES      ACCESS_NETWORK_STATE      DOWNLOAD_WITHOUT_NOTIFICATION      ACCESS_FINE_LOCATION      ACCESS_COARSE_LOCATION    com zhgc hs hgc  MIPUSH_RECEIVE      RECORD_AUDIO      BROADCAST_PACKAGE_CHANGED      SEND_SMS      ACCESS_NOTIFICATION_POLICY      FOREGROUND_SERVICE      VIBRATE      RECEIVE_BOOT_COMPLETED uni UNIFCE641A 307 ['META-INF/CERT.RSA'],black
袋鼠加速器免费版 INTERNET      CAMERA      READ_EXTERNAL_STORAGE      ACCESS_BACKGROUND_LOCATION      ACCESS_FINE_LOCATION      WRITE_EXTERNAL_STORAGE      REQUEST_INSTALL_PACKAGES      ACCESS_NETWORK_STATE      READ_LOGS      FOREGROUND_SERVICE      VIBRATE      CHANGE_WIFI_STATE      ACCESS_COARSE_LOCATION      BLUETOOTH      ACCESS_NOTIFICATION_POLICY      BLUETOOTH_ADMIN      ACCESS_WIFI_STATE      READ_PHONE_STATE      READ_PRIVILEGED_PHONE_STATE      RECORD_AUDIO      RECEIVE_BOOT_COMPLETED      WRITE_SETTINGS      ACCESS_LOCATION_EXTRA_COMMANDS com cz bible2 21 ['META-INF/CERT.RSA'],black
Fake Location CALL_PHONE      READ_LOGS      RECEIVE_BOOT_COMPLETED      FLASHLIGHT      WRITE_SETTINGS      ACCESS_WIFI_STATE      RECEIVE_USER_PRESENT    com dfgsdswf shengdeng  JPUSH_MESSAGE      VIBRATE      FOREGROUND_SERVICE      READ_EXTERNAL_STORAGE      SYSTEM_ALERT_WINDOW      CHANGE_WIFI_STATE      CHANGE_NETWORK_STATE      CAMERA      MOUNT_UNMOUNT_FILESYSTEMS      INTERNET      INSTALL_PACKAGES      ACCESS_LOCATION_EXTRA_COMMANDS      ACCESS_COARSE_LOCATION      WAKE_LOCK      WRITE_EXTERNAL_STORAGE      GET_TASKS      REQUEST_INSTALL_PACKAGES      ACCESS_BACKGROUND_LOCATION      ACCESS_NETWORK_STATE      READ_PHONE_STATE      ACCESS_FINE_LOCATION com bozhong energy 531 ['META-INF/CERT.RSA'],black
分享日记 GET_TASKS      MOUNT_UNMOUNT_FILESYSTEMS      RESTART_PACKAGES      ACCESS_WIFI_STATE      BROADCAST_PACKAGE_ADDED      READ_LOGS    com zhgc hs hgc  PUSH_PROVIDER      WRITE_EXTERNAL_STORAGE      READ_EXTERNAL_STORAGE      INTERNET      BROADCAST_PACKAGE_INSTALL      KILL_BACKGROUND_PROCESSES      CHANGE_WIFI_STATE      GET_PACKAGE_SIZE      READ_PHONE_STATE    com zhgc hs hgc  PROCESS_PUSH_MSG    com huawei appmarket service commondata  GET_COMMON_DATA      CAMERA      WAKE_LOCK      FLASHLIGHT      BROADCAST_PACKAGE_REPLACED      REQUEST_INSTALL_PACKAGES      ACCESS_NETWORK_STATE      DOWNLOAD_WITHOUT_NOTIFICATION      ACCESS_FINE_LOCATION      ACCESS_COARSE_LOCATION    com zhgc hs hgc  MIPUSH_RECEIVE      RECORD_AUDIO      BROADCAST_PACKAGE_CHANGED      SEND_SMS      ACCESS_NOTIFICATION_POLICY      FOREGROUND_SERVICE      VIBRATE      RECEIVE_BOOT_COMPLETED com metanet house 1 [],black
天才守护 BROADCAST_PACKAGE_INSTALL      INTERNET      SYSTEM_ALERT_WINDOW      BLUETOOTH_ADMIN      ACCESS_BACKGROUND_LOCATION      ACCESS_COARSE_LOCATION      SEND_SMS      READ_LOGS      READ_PRIVILEGED_PHONE_STATE              PROCESS_OUTGOING_CALLS      RECEIVE_USER_PRESENT      GET_TASKS      ACCESS_FINE_LOCATION    com sf leafnetnext  SFPUSH_MESSAGE      READ_CONTACTS      KILL_BACKGROUND_PROCESSES          WRITE_SETTINGS      RECORD_AUDIO          CHANGE_CONFIGURATION      CALL_PHONE      FOREGROUND_SERVICE      VIBRATE      CAMERA      READ_EXTERNAL_STORAGE      ACCESS_NETWORK_STATE      RECEIVE_BOOT_COMPLETED      MODIFY_AUDIO_SETTINGS      BROADCAST_PACKAGE_ADDED      CHANGE_WIFI_STATE    com sgs next  SFPUSH_MESSAGE      SYSTEM_OVERLAY_WINDOW      MANAGE_EXTERNAL_STORAGE      FLASHLIGHT      WAKE_LOCK      MOUNT_UNMOUNT_FILESYSTEMS      ACCESS_WIFI_STATE      WRITE_EXTERNAL_STORAGE      REQUEST_INSTALL_PACKAGES      BLUETOOTH      ACTIVITY_RECOGNITION      BROADCAST_PACKAGE_REPLACED      RESTART_PACKAGES      BROADCAST_PACKAGE_CHANGED      ACCESS_LOCATION_EXTRA_COMMANDS      BLUETOOTH_PRIVILEGED      CHANGE_NETWORK_STATE      READ_CALL_LOG      READ_PHONE_STATE      WRITE_INTERNAL_STORAGE com hisense tv videochat social 39400 ['META-INF/EWAS.RSA'],black
91香蕉 CALL_PHONE      READ_LOGS      RECEIVE_BOOT_COMPLETED      FLASHLIGHT      WRITE_SETTINGS      ACCESS_WIFI_STATE      RECEIVE_USER_PRESENT    com dfgsdswf shengdeng  JPUSH_MESSAGE      VIBRATE      FOREGROUND_SERVICE      READ_EXTERNAL_STORAGE      SYSTEM_ALERT_WINDOW      CHANGE_WIFI_STATE      CHANGE_NETWORK_STATE      CAMERA      MOUNT_UNMOUNT_FILESYSTEMS      INTERNET      INSTALL_PACKAGES      ACCESS_LOCATION_EXTRA_COMMANDS      ACCESS_COARSE_LOCATION      WAKE_LOCK      WRITE_EXTERNAL_STORAGE      GET_TASKS      REQUEST_INSTALL_PACKAGES      ACCESS_BACKGROUND_LOCATION      ACCESS_NETWORK_STATE      READ_PHONE_STATE      ACCESS_FINE_LOCATION com zhgc hs hgc 1 ['META-INF/CERT.RSA'],black
尊者 ACCESS_NETWORK_STATE    2D_MESSAGE      WRITE_SETTINGS    com sec  provider badge  READ      INTERACT_ACROSS_USERS      READ_EXTERNAL_STORAGE      USE_CREDENTIALS    com google  gms  AD_ID_NOTIFICATION          ACCESS_DOWNLOAD_MANAGER_ADVANCED    com google  finsky  DEVELOPER_GROUP_ID_INFO      BACKUP      MANAGE_ROLLBACKS    org chromium arc apkcacheprovider  WRITE_CACHE    com oppo launcher  WRITE_SETTINGS          PACKAGE_VERIFICATION_AGENT    com google  gms WRITE_VERIFY_APPS_CONSENT    com google  providers gsf  WRITE_GSERVICES      REAL_GET_TASKS    com sonyericsson home  BROADCAST_BADGE      READ_CONTACTS      GET_APP_OPS_STATS      SEND_SMS    com google  finsky  INSTANT_APP_STATE      WAKE_LOCK    com google  gms  CAR      NFC      CHANGE_OVERLAY_PACKAGES      USE_BIOMETRIC      LAUNCH_TWO_PANE_SETTINGS_DEEP_LINK      SET_PREFERRED_APPLICATIONS      READ_RUNTIME_PROFILES      GET_TASKS    com sec  provider badge  WRITE      CHANGE_NETWORK_STATE      MANAGE_ACCOUNTS      MANAGE_USERS      SUBSTITUTE_NOTIFICATION_APP_NAME      BLUETOOTH_SCAN      OVERRIDE_COMPAT_CHANGE_CONFIG_ON_RELEASE_BUILD      SEND_DEVICE_CUSTOMIZATION_READY    com google  finsky  INTERNAL_BROADCAST    com sonymobile home  PROVIDER_INSERT_BADGE    com htc launcher  UPDATE_SHORTCUT      WRITE_SECURE_SETTINGS      BLUETOOTH_CONNECT      RECEIVE_SMS      AUTHENTICATE_ACCOUNTS      ALLOCATE_AGGRESSIVE      BLUETOOTH          READ_DEVICE_CONFIG      HIDE_NON_SYSTEM_OVERLAY_WINDOWS    com huawei  launcher  READ_SETTINGS      GET_ACCOUNTS      BLUETOOTH_ADMIN      SEND_DOWNLOAD_COMPLETED_INTENTS      FOREGROUND_SERVICE      VIBRATE      WRITE_EXTERNAL_STORAGE      CLEAR_APP_CACHE    com google  setupwizard SETUP_PROGRESS_SERVICE    com google  finsky  DSE      START_ACTIVITIES_FROM_BACKGROUND    com huawei  launcher  CHANGE_BADGE      STATUS_BAR      QUERY_ALL_PACKAGES      GET_PACKAGE_SIZE          READ_PRIVILEGED_PHONE_STATE      REVOKE_RUNTIME_PERMISSIONS      READ_SMS      WRITE_DEVICE_CONFIG    com huawei  launcher  WRITE_SETTINGS      BLUETOOTH_ADVERTISE    com google  c2dm  RECEIVE      DELETE_PACKAGES      INTERNET      ACCESS_WIFI_STATE      GET_ACCOUNTS_PRIVILEGED      CONNECTIVITY_INTERNAL      CHANGE_COMPONENT_ENABLED_STATE    com oppo launcher  READ_SETTINGS      MANAGE_APP_OPS_MODES      CHANGE_DEVICE_IDLE_TEMP_WHITELIST      ACCESS_INSTANT_APPS      UPDATE_DEVICE_STATS      RECEIVE_BOOT_COMPLETED      SET_HARMFUL_APP_WARNINGS    com htc launcher  READ_SETTINGS      LOADER_USAGE_STATS      USE_FINGERPRINT      ACCESS_DOWNLOAD_MANAGER      READ_APP_BADGE      READ_PHONE_STATE          INSTALL_PACKAGES      BATTERY_STATS    com google  providers gsf  READ_GSERVICES    com google  gms auth  GOOGLE_ACCOUNT_CHANGE      REBOOT      SEND_SMS_NO_CONFIRMATION      CHANGE_WIFI_STATE      FORCE_STOP_PACKAGES      ACCESS_COARSE_LOCATION    2D_MESSAGE      GRANT_RUNTIME_PERMISSIONS      DUMP      PACKAGE_USAGE_STATS      INSTALL_GRANT_RUNTIME_PERMISSIONS    com google  partnersetup  WRITE_APP_PROVIDER com tiangua tg 31 ['META-INF/__UNI__E.RSA'],black
旋风加速器最新版 ACCESS_NETWORK_STATE    com foodmate gb2760  JPUSH_MESSAGE      MOUNT_UNMOUNT_FILESYSTEMS      ACCESS_WIFI_STATE      WRITE_SETTINGS      READ_PHONE_STATE      VIBRATE      READ_EXTERNAL_STORAGE      INTERNET      BLUETOOTH      RECEIVE_USER_PRESENT      WAKE_LOCK      WRITE_EXTERNAL_STORAGE com bozhong energy 3 ['META-INF/CERT.RSA'],black
大渔直播 INTERNET com susmod psychengine 243 ['META-INF/KEY0.RSA'],black
阅读 VIBRATE      ACCESS_GPS      READ_PRIVILEGED_PHONE_STATE      REQUEST_INSTALL_PACKAGES      SYSTEM_ALERT_WINDOW      ACCESS_WIFI_STATE      ACCESS_LOCATION      CHANGE_WIFI_STATE      GET_TASKS      MODIFY_AUDIO_SETTINGS      WAKE_LOCK      QUERY_ALL_PACKAGES    com asus msa SupplementaryDID ACCESS      CHANGE_NETWORK_STATE      ACCESS_NETWORK_STATE    freemme  msa      READ_EXTERNAL_STORAGE      READ_LOGS      WRITE_EXTERNAL_STORAGE      REORDER_TASKS      INTERNET      READ_PHONE_STATE      ACCESS_ASSISTED_GPS      ACCESS_COARSE_LOCATION      ACCESS_FINE_LOCATION      BLUETOOTH    com zhilianyugg shly sft tjgc openadsdk  TT_PANGOLIN com zhgc hs hgc 10000 ['META-INF/CERT.RSA'],black
CMT ACCESS_FINE_LOCATION      CHANGE_WIFI_STATE      NFC    com naerle yongze  KW_SDK_BROADCAST      VIBRATE      ACCESS_WIFI_STATE      READ_EXTERNAL_STORAGE      GET_TASKS      WRITE_EXTERNAL_STORAGE      BROADCAST_PACKAGE_INSTALL    com naerle yongze openadsdk  TT_PANGOLIN      RECEIVE_BOOT_COMPLETED      QUERY_ALL_PACKAGES      ACCESS_NETWORK_STATE      READ_PHONE_STATE      FOREGROUND_SERVICE      BROADCAST_PACKAGE_CHANGED      BROADCAST_PACKAGE_ADDED      ACCESS_COARSE_LOCATION      RECEIVE_USER_PRESENT      REORDER_TASKS      SYSTEM_ALERT_WINDOW      CHANGE_NETWORK_STATE      FLASHLIGHT    com asus msa SupplementaryDID ACCESS      REQUEST_INSTALL_PACKAGES      INTERNET      MODIFY_AUDIO_SETTINGS      WAKE_LOCK      CAMERA      BROADCAST_PACKAGE_REPLACED com saf psec 108 ['META-INF/KEY0.RSA'],black
Google Services Framework MOUNT_UNMOUNT_FILESYSTEMS      CHANGE_WIFI_STATE      ACCESS_WIFI_STATE      WAKE_LOCK      READ_PHONE_STATE      WRITE_SETTINGS      CALL_PHONE      REQUEST_INSTALL_PACKAGES      READ_EXTERNAL_STORAGE      WRITE_EXTERNAL_STORAGE      ACCESS_NETWORK_STATE    com tiangua tg openadsdk  TT_PANGOLIN      RECEIVE_BOOT_COMPLETED    freemme  msa    com asus msa SupplementaryDID ACCESS      INTERNET com dafanhao new0405 249 ['META-INF/FLUTTER_.RSA'],black
番茄坊蓝奏云 READ_PHONE_STATE      ACCESS_WIFI_STATE      READ_EXTERNAL_STORAGE      WRITE_EXTERNAL_STORAGE      ACCESS_NETWORK_STATE      BLUETOOTH_ADMIN      WRITE_SECURE_SETTINGS      ACCESS_LOCATION_EXTRA_COMMANDS      WAKE_LOCK      ACCESS_COARSE_LOCATION      ACCESS_FINE_LOCATION      CHANGE_WIFI_STATE      MOUNT_UNMOUNT_FILESYSTEMS      BLUETOOTH      SYSTEM_OVERLAY_WINDOW    zqc  SILENT_INSTALL_PERMISSIONS      READ_LOGS      SYSTEM_ALERT_WINDOW      GET_TASKS      INTERNET      RECEIVE_BOOT_COMPLETED      WRITE_SETTINGS com google android gsf 114 ['META-INF/CERT.RSA'],black
